SaleID(Integer),DateKey(Integer),ProductKey(Integer),StoreKey(Integer),QuantitySold(Integer),TotalAmount(Double)
990,393,976,11,16,293.08
991,285,999,26,11,300.71
992,263,905,200,8,136.57
993,454,456,179,16,282.67
994,56,625,114,16,863.85
995,302,35,106,20,699.06
996,470,729,44,2,27.91
997,224,634,88,3,75.70
998,494,537,179,14,463.63
999,416,665,189,16,957.76
1000,10,75,128,5,154.94
1001,135,848,69,1,24.81
1002,12,355,185,5,288.82
1003,497,548,121,16,755.41
1004,226,457,21,5,254.51
1005,317,107,82,19,370.86
1006,465,868,196,12,607.13
1007,203,875,64,8,176.85
1008,96,188,61,2,56.68
1009,166,375,24,6,223.26
1010,449,251,186,8,191.55
1011,409,157,124,12,320.61
1012,311,216,47,10,537.14
1013,392,726,84,20,707.18
1014,8,961,104,10,513.56
1015,80,650,113,19,863.65
1016,34,235,168,11,162.64
1017,324,352,98,11,277.98
1018,317,928,190,16,466.88
1019,212,864,143,14,373.47
1020,235,894,51,4,171.67
1021,251,749,195,20,587.07
1022,472,95,79,8,224.13
1023,309,658,158,12,293.34
1024,218,801,130,4,106.14
1025,331,399,111,8,120.89
1026,24,827,111,2,51.23
1027,54,665,41,10,408.77
1028,372,937,36,8,198.98
1029,208,908,52,10,463.91
1030,378,621,180,9,309.48
1031,14,550,156,15,733.41
1032,432,4,182,16,323.16
1033,363,185,54,11,621.61
1034,190,297,143,1,37.90
1035,166,516,150,8,133.08
1036,190,481,98,5,282.32
1037,343,606,190,16,467.52
1038,417,140,137,17,538.00
1039,305,144,56,7,269.21
1040,356,539,147,11,296.16
1041,388,711,140,4,87.71
1042,154,252,22,9,215.22
1043,201,667,141,18,958.89
1044,312,822,111,14,593.05
1045,278,567,61,19,594.22
1046,242,826,149,15,645.09
1047,20,558,72,4,195.73
1048,397,968,21,7,248.53
1049,205,534,158,11,374.62
1050,234,657,7,8,134.89
1051,116,507,130,2,23.43
1052,214,864,102,15,536.28
1053,128,59,175,20,729.17
1054,46,159,68,19,776.95
1055,460,194,18,10,321.54
1056,494,440,124,13,410.55
1057,41,833,74,16,510.32
1058,129,866,18,3,87.54
1059,62,752,124,1,23.27
1060,119,701,46,11,285.36
1061,389,773,106,13,677.32
1062,382,339,23,3,159.56
1063,43,535,43,19,832.56
1064,389,676,170,12,391.33
1065,333,12,142,9,429.91
1066,43,941,26,20,217.47
1067,354,555,159,20,964.51
1068,380,949,138,2,117.43
1069,174,32,4,4,215.21
1070,461,869,22,9,337.72
1071,446,890,72,8,448.67
1072,326,946,153,20,414.68
1073,202,450,78,14,423.95
1074,226,906,112,17,300.14
1075,8,514,66,3,141.74
1076,394,240,147,15,718.11
1077,218,639,88,18,420.41
1078,412,829,148,6,211.20
1079,270,718,192,7,309.72
1080,303,771,169,4,152.77
1081,391,511,73,3,32.01
1082,292,976,116,19,1075.58
1083,12,560,193,19,785.04
1084,200,597,187,6,292.95
1085,374,440,30,7,234.52
1086,144,265,90,16,458.70
1087,350,942,118,5,146.86
1088,373,727,29,7,157.17
1089,152,69,139,19,427.06
1090,110,207,154,6,238.09
1091,264,407,147,10,481.48
1092,9,404,91,11,304.03
1093,19,516,131,16,730.76
1094,195,867,98,16,627.30
1095,15,813,154,9,190.80
1096,383,779,158,9,186.02
1097,391,826,3,10,470.59
1098,97,871,186,18,679.50
1099,417,300,108,7,320.29
1100,357,868,69,4,85.90
1101,146,600,76,7,346.31
1102,130,576,181,19,260.73
1103,277,608,169,18,326.39
1104,189,913,173,2,71.30
1105,330,40,70,3,59.55
1106,99,278,6,19,770.80
1107,406,66,187,4,104.95
1108,335,501,50,13,633.70
1109,87,990,38,12,421.23
1110,171,321,84,4,49.05
1111,288,490,55,8,269.55
1112,106,895,84,9,161.79
1113,478,298,129,10,448.62
1114,286,724,79,8,322.67
1115,291,180,140,15,230.15
1116,391,526,188,14,559.41
1117,217,195,56,3,157.27
1118,15,861,98,15,303.37
1119,192,702,187,7,218.76
1120,314,693,101,1,31.40
1121,420,652,82,2,54.74
1122,482,970,95,20,383.46
1123,382,719,198,13,597.30
1124,161,95,12,15,339.00
1125,246,474,166,6,137.30
1126,423,116,31,7,152.58
1127,154,600,74,13,147.74
1128,307,666,121,3,93.58
1129,327,514,159,15,708.86
1130,99,46,200,11,366.36
1131,420,789,77,7,251.76
1132,143,735,140,18,1007.73
1133,96,150,142,10,330.18
1134,306,901,149,20,673.39
1135,312,987,9,14,819.99
1136,67,807,49,12,691.10
1137,307,992,36,12,695.64
1138,248,463,154,20,983.34
1139,487,554,88,16,541.82
1140,66,214,188,7,171.13
1141,16,795,14,18,913.01
1142,409,327,141,1,10.51
1143,17,371,94,7,118.81
1144,136,922,167,14,825.48
1145,342,272,8,5,292.74
1146,488,902,159,3,147.77
1147,213,674,187,20,1145.47
1148,241,251,24,3,179.38
1149,381,413,171,18,324.57
1150,285,914,18,6,277.61
1151,460,836,23,2,52.88
1152,105,323,68,16,350.11
1153,62,774,128,5,243.42
1154,247,498,2,4,152.01
1155,326,632,133,17,218.65
1156,411,70,152,11,290.27
1157,34,887,90,4,146.34
1158,168,831,28,13,750.86
1159,204,112,185,2,27.56
1160,190,753,82,1,47.73
1161,248,118,41,7,275.06
1162,456,834,42,2,80.74
1163,117,175,115,1,48.00
1164,348,286,165,5,74.07
1165,15,699,122,17,416.83
1166,139,627,110,12,595.84
1167,339,635,122,4,182.69
1168,492,149,139,8,223.88
1169,269,99,185,4,214.12
1170,5,678,115,4,194.27
1171,319,995,9,1,47.35
1172,432,426,26,15,786.82
1173,491,959,144,12,431.82
1174,196,919,103,4,89.25
1175,117,529,190,7,89.55
1176,339,340,184,9,295.49
1177,215,448,149,3,47.14
1178,446,630,108,18,621.67
1179,438,176,7,6,299.46
1180,48,387,47,8,415.42
1181,254,94,32,20,939.78
1182,52,865,107,7,325.67
1183,176,325,164,2,53.69
1184,350,936,130,4,161.11
1185,28,954,155,7,267.10
1186,120,320,129,15,878.29
1187,434,681,193,3,73.99
1188,23,72,15,13,400.00
1189,400,186,17,10,237.97
1190,61,187,19,18,749.72
1191,226,380,81,5,124.64
1192,335,776,107,15,680.54
1193,353,259,177,16,453.08
1194,199,845,106,19,317.30
1195,166,857,196,12,664.43
1196,306,696,162,16,772.12
1197,62,607,1,19,999.12
1198,104,99,104,10,562.48
1199,452,591,18,19,722.62
1200,330,202,125,4,206.87
1201,36,224,67,17,871.28
1202,246,667,88,18,584.73
1203,135,741,151,4,190.36
1204,355,402,186,14,248.72
1205,375,274,76,13,280.33
1206,67,560,67,10,126.22
1207,400,27,158,17,731.25
1208,289,135,73,12,719.08
1209,322,843,104,13,582.83
1210,492,259,135,11,114.06
1211,450,719,190,6,201.41
1212,154,399,49,6,93.42
1213,300,301,112,2,118.56
1214,475,970,54,2,78.80
1215,335,220,57,8,239.03
1216,146,301,72,20,601.93
1217,308,393,109,1,47.70
1218,157,948,21,13,409.34
1219,497,291,16,7,91.08
1220,130,646,105,7,136.38
1221,302,380,194,19,860.95
1222,70,121,27,13,371.75
1223,466,220,57,18,516.74
1224,98,198,4,7,406.61
1225,400,620,31,3,37.07
1226,29,485,47,16,549.45
1227,282,716,42,5,151.84
1228,491,621,170,1,23.22
1229,343,10,105,17,375.20
1230,333,604,91,7,113.69
1231,500,768,131,4,212.30
1232,30,87,126,12,211.19
1233,16,752,52,20,769.74
1234,379,966,164,19,678.55
1235,77,927,104,16,827.35
1236,476,958,54,11,384.19
1237,276,787,186,18,880.05
1238,286,251,143,15,720.70
1239,214,890,166,16,468.47
1240,301,121,200,7,229.69
1241,93,745,73,3,71.35
1242,162,918,14,18,1073.03
1243,469,798,178,16,268.36
1244,246,511,71,4,122.74
1245,143,579,177,16,834.98
1246,302,20,58,4,216.67
1247,161,463,54,8,345.77
1248,427,786,164,12,704.28
1249,377,122,180,2,84.83
1250,219,717,111,5,272.42
1251,23,685,20,4,217.08
1252,98,159,158,9,418.58
1253,114,756,125,15,566.92
1254,159,753,84,3,58.73
1255,74,466,185,4,197.16
1256,259,643,3,19,1113.08
1257,93,191,19,19,446.20
1258,315,674,32,7,290.45
1259,237,368,43,4,44.17
1260,366,519,69,5,273.18
1261,185,459,52,7,310.12
1262,114,319,175,10,490.67
1263,88,638,108,11,528.61
1264,277,788,166,17,532.45
1265,262,907,114,8,115.96
1266,152,838,20,3,147.37
1267,11,850,78,2,116.29
1268,88,525,4,11,358.03
1269,343,843,66,15,427.65
1270,313,991,165,18,691.19
1271,75,206,158,5,260.70
1272,227,66,143,20,1048.04
1273,370,81,72,4,108.99
1274,288,446,138,5,259.52
1275,52,502,50,12,593.34
1276,136,66,135,19,867.00
1277,8,815,157,14,514.69
1278,65,272,159,17,436.07
1279,122,399,115,5,110.39
1280,195,239,152,18,1016.19
1281,379,774,2,12,313.99
1282,120,596,30,8,347.85
1283,444,64,188,3,62.50
1284,149,740,14,1,26.85
1285,371,147,3,4,113.49
1286,268,482,134,19,1125.69
1287,313,404,41,15,247.69
1288,158,945,137,11,556.68
1289,222,741,21,18,566.56
1290,469,118,111,16,590.06
1291,378,628,73,8,244.97
1292,175,804,59,11,542.68
1293,296,883,57,12,357.70
1294,283,628,60,12,380.68
1295,46,312,173,11,149.18
1296,409,552,13,7,76.40
1297,456,264,31,7,155.64
1298,22,955,145,13,613.00
1299,332,533,56,6,325.22
1300,297,552,46,1,50.33
1301,266,273,140,3,32.75
1302,388,861,107,8,325.97
1303,467,254,142,11,249.60
1304,287,611,77,5,132.50
1305,348,868,14,9,329.72
1306,131,708,44,5,121.33
1307,417,367,166,13,761.84
1308,300,969,187,3,81.97
1309,126,594,195,3,110.44
1310,300,934,189,12,616.67
1311,98,539,120,20,378.60
1312,425,427,50,12,222.55
1313,142,21,142,20,591.69
1314,366,72,82,9,147.69
1315,349,636,184,3,134.82
1316,10,421,169,8,318.24
1317,85,161,90,8,93.96
1318,297,645,169,18,832.01
1319,191,242,153,1,43.76
1320,3,582,191,16,380.75
1321,292,373,13,1,59.97
1322,112,542,140,16,905.69
1323,212,537,179,6,356.73
1324,383,165,12,5,62.32
1325,424,105,152,9,391.82
1326,253,778,139,5,61.06
1327,320,886,199,5,147.65
1328,200,316,75,9,402.38
1329,444,64,186,17,725.01
1330,79,271,67,6,166.76
1331,359,985,94,19,686.55
1332,49,391,163,15,728.87
1333,347,854,129,19,378.30
1334,175,845,115,4,103.84
1335,243,547,142,4,66.80
1336,93,156,26,18,556.30
1337,455,866,41,9,112.41
1338,53,464,187,1,24.23
1339,190,624,142,15,698.25
1340,163,867,41,3,71.58
1341,353,236,35,11,553.99
1342,364,973,36,19,215.10
1343,425,892,101,5,228.95
1344,208,334,44,3,57.25
1345,238,166,32,9,95.59
1346,475,970,179,10,394.42
1347,12,673,152,13,584.91
1348,244,545,176,5,223.27
1349,412,565,92,19,755.90
1350,115,81,110,20,1117.95
1351,148,669,153,4,73.38
1352,34,666,43,18,378.22
1353,20,928,164,7,106.07
1354,275,557,165,3,70.60
1355,184,55,113,1,59.47
1356,468,729,136,19,311.06
1357,430,870,73,14,316.10
1358,430,82,115,5,177.28
1359,297,754,184,20,674.93
1360,449,983,17,16,188.69
1361,133,83,195,11,565.99
1362,357,463,51,17,256.38
1363,31,886,16,6,250.17
1364,499,633,131,6,181.60
1365,116,786,159,14,678.38
1366,319,846,156,15,866.66
1367,6,725,7,2,42.48
1368,158,196,78,4,131.99
1369,159,90,75,10,294.01
1370,332,97,198,11,169.94
1371,86,234,170,16,825.13
1372,367,417,107,12,476.29
1373,252,508,5,4,94.52
1374,419,78,4,7,349.75
1375,444,258,131,15,734.50
1376,102,482,5,6,227.17
1377,83,594,88,5,87.90
1378,449,162,145,16,571.65
1379,307,662,124,13,186.86
1380,141,737,65,14,827.95
1381,436,696,7,7,165.38
1382,160,672,59,17,437.52
1383,212,845,2,9,489.41
1384,100,206,111,1,18.17
1385,96,421,145,9,241.87
1386,38,361,35,12,709.58
1387,203,205,108,6,306.70
1388,452,257,135,3,96.03
1389,28,538,52,10,564.04
1390,72,100,35,3,95.20
1391,333,826,10,17,898.42
1392,436,266,29,16,239.55
1393,15,528,98,5,192.13
1394,171,990,192,15,361.31
1395,409,131,23,19,859.31
1396,63,711,190,13,330.92
1397,79,268,80,5,85.08
1398,171,393,62,1,34.34
1399,335,419,183,1,43.82
1400,332,148,114,19,528.41
1401,96,645,34,17,398.16
1402,247,16,39,12,549.73
1403,385,604,10,17,359.10
1404,294,643,64,6,139.46
1405,185,955,73,8,300.08
1406,135,288,117,3,63.26
1407,457,916,72,19,879.83
1408,442,693,173,14,693.85
1409,358,56,54,5,73.28
1410,215,79,124,2,113.27
1411,112,187,124,10,227.69
1412,456,245,22,12,600.14
1413,161,370,21,5,241.38
1414,186,671,114,19,1008.58
1415,364,434,59,7,407.18
1416,439,450,10,16,265.08
1417,162,158,35,6,314.13
1418,316,19,167,5,289.30
1419,138,596,122,5,213.91
1420,273,132,154,10,228.26
1421,280,396,185,14,414.03
1422,377,959,181,15,264.08
1423,56,966,91,4,183.35
1424,193,901,113,4,104.90
1425,282,32,96,15,587.84
1426,341,354,1,8,307.28
1427,146,529,161,9,136.91
1428,321,816,37,17,653.27
1429,475,453,155,4,177.65
1430,58,310,73,9,380.48
1431,348,86,160,14,476.00
1432,253,564,44,18,659.28
1433,478,467,56,13,675.62
1434,178,853,117,7,196.39
1435,499,447,191,5,237.67
1436,246,672,96,4,68.33
1437,420,433,56,15,848.08
1438,199,132,48,16,718.37
1439,218,563,198,8,215.71
1440,313,239,5,2,50.91
1441,337,538,3,12,239.65
1442,361,26,60,10,154.90
1443,493,17,161,9,269.82
1444,238,972,142,18,655.55
1445,380,762,141,20,994.17
1446,332,73,97,1,55.46
1447,366,771,83,3,168.26
1448,197,550,20,15,716.08
1449,337,48,76,8,338.60
1450,268,106,159,7,168.16
1451,211,443,52,1,22.77
1452,325,435,72,3,153.49
1453,9,69,184,13,350.62
1454,463,420,112,14,830.71
1455,454,744,53,4,40.32
1456,280,607,132,9,402.03
1457,114,722,115,16,471.98
1458,435,36,72,19,953.16
1459,78,576,119,4,137.41
1460,446,973,174,18,1028.72
1461,176,901,160,2,62.34
1462,450,412,94,4,92.82
1463,188,581,161,13,228.29
1464,48,667,110,14,252.72
1465,306,219,132,12,195.09
1466,57,799,129,9,296.01
1467,360,731,167,2,32.37
1468,349,329,52,19,390.48
1469,43,205,104,3,121.13
1470,135,786,91,13,360.20
1471,98,175,20,20,272.96
1472,37,841,11,3,142.83
1473,490,309,109,7,392.78
1474,223,275,170,20,676.35
1475,489,344,161,6,73.48
1476,245,647,25,17,946.10
1477,135,145,103,6,326.77
1478,134,876,34,1,43.37
1479,104,777,196,12,419.44
1480,233,265,173,8,326.12
1481,17,310,195,20,393.87
1482,399,103,101,4,84.53
1483,292,211,51,7,96.12
1484,63,110,112,12,565.80
1485,79,652,130,16,824.38
1486,485,962,149,20,976.65
1487,468,277,15,2,99.63
1488,382,129,174,2,34.03
1489,343,391,29,17,544.55
1490,293,939,28,9,112.27
1491,10,31,122,6,192.79
1492,316,134,19,3,75.93
1493,478,651,47,4,221.47
1494,490,300,11,17,898.20
1495,116,521,162,1,43.10
1496,161,802,46,19,790.52
1497,358,973,70,2,92.37
1498,48,167,97,18,802.85
1499,16,655,108,13,210.90
1500,354,934,58,10,149.21
1501,399,64,35,13,231.09
1502,347,33,32,20,882.36
1503,9,7,122,4,149.52
1504,323,227,192,9,320.60
1505,132,788,118,13,171.20
1506,329,609,12,6,300.49
1507,264,456,182,8,408.52
1508,134,846,47,9,372.79
1509,360,646,91,20,634.89
1510,36,864,68,4,222.46
1511,32,539,133,11,494.15
1512,439,748,141,17,886.10
1513,194,494,73,9,186.39
1514,150,514,8,12,405.35
1515,388,516,158,7,277.13
1516,271,749,60,10,401.09
1517,322,411,6,19,1034.16
1518,491,730,138,9,378.55
1519,48,280,81,14,800.29
1520,109,779,71,12,246.25
1521,305,743,196,1,35.68
1522,300,976,86,6,326.71
1523,280,111,81,1,29.88
1524,181,74,130,17,456.09
1525,489,504,64,2,61.98
1526,190,877,178,6,194.97
1527,378,90,59,19,781.97
1528,328,793,166,12,285.66
1529,64,875,142,1,47.76
1530,232,956,190,1,29.18
1531,47,428,125,5,68.65
1532,269,478,147,7,357.23
1533,177,545,39,4,92.24
1534,111,194,182,2,63.39
1535,195,988,24,3,74.26
1536,228,661,13,20,715.77
1537,199,949,148,19,461.15
1538,220,837,36,5,204.62
1539,222,800,167,4,138.01
1540,370,112,48,17,248.52
1541,70,458,65,9,522.26
1542,166,999,64,10,570.63
1543,156,810,190,8,118.87
1544,99,886,61,18,1044.25
1545,20,64,108,1,48.62
1546,385,842,48,19,797.98
1547,75,237,149,16,880.24
1548,237,399,107,4,209.77
1549,46,679,164,9,250.93
1550,313,796,152,16,959.74
1551,224,671,107,19,1056.92
1552,71,780,87,3,175.40
1553,217,737,154,17,464.28
1554,490,971,156,17,997.98
1555,430,295,132,10,483.67
1556,151,962,149,8,263.13
1557,226,27,147,15,431.68
1558,346,321,58,8,345.54
1559,475,167,116,15,688.31
1560,429,511,93,18,481.39
1561,131,291,21,6,78.04
1562,143,999,33,3,44.76
1563,134,122,178,7,262.02
1564,138,602,200,3,148.34
1565,168,521,46,18,811.79
1566,183,372,173,2,96.30
1567,124,597,134,7,333.76
1568,179,382,41,19,434.06
1569,79,712,185,1,53.62
1570,214,214,153,4,219.64
1571,36,129,36,1,21.02
1572,472,918,117,2,73.20
1573,177,69,106,6,264.94
1574,376,183,36,6,293.92
1575,191,5,7,3,90.65
1576,121,504,27,16,947.15
1577,395,662,53,1,39.84
1578,93,776,165,20,1162.68
1579,225,247,184,19,709.54
1580,45,764,37,15,840.44
1581,343,979,35,19,195.52
1582,244,927,40,10,519.79
1583,483,443,117,2,112.20
1584,147,861,70,2,36.18
1585,17,254,30,4,144.40
1586,241,547,143,15,769.68
1587,331,344,115,12,333.91
1588,484,134,91,3,34.39
1589,231,549,9,7,416.99
1590,239,717,82,10,121.60
1591,96,17,157,8,233.22
1592,400,525,59,1,19.18
1593,239,469,113,8,339.19
1594,487,480,97,3,106.65
1595,444,216,91,7,188.25
1596,290,186,200,17,222.62
1597,179,1000,191,20,775.55
1598,135,448,125,17,697.32
1599,216,787,188,20,713.23
1600,59,902,100,6,84.98
1601,448,591,100,3,141.13
1602,353,430,139,5,293.81
1603,28,442,125,5,78.96
1604,104,311,108,7,174.65
1605,453,647,20,15,373.94
1606,343,16,185,4,167.41
1607,69,582,81,19,445.06
1608,166,177,105,11,531.58
1609,116,686,109,12,511.39
1610,349,99,120,4,104.79
1611,442,345,191,20,820.70
1612,336,190,195,19,781.51
1613,13,853,77,12,648.15
1614,10,324,96,14,304.86
1615,364,155,192,14,355.23
1616,289,14,5,18,739.34
1617,219,374,64,12,483.28
1618,459,505,176,19,1032.15
1619,491,578,70,20,211.24
1620,47,485,20,19,937.05
1621,406,398,64,20,403.18
1622,95,972,20,14,586.83
1623,259,831,126,11,518.80
1624,94,378,128,12,601.47
1625,440,643,108,17,505.53
1626,111,478,142,10,358.37
1627,284,335,24,16,691.23
1628,495,557,195,18,943.43
1629,176,133,18,17,832.57
1630,176,150,62,3,89.48
1631,300,222,83,4,202.12
1632,466,975,94,7,325.23
1633,94,544,85,20,899.95
1634,248,850,18,5,230.50
1635,436,604,130,5,297.57
1636,258,348,47,1,31.75
1637,370,503,153,7,78.54
1638,133,91,160,10,406.19
1639,334,914,178,8,214.11
1640,164,315,102,7,278.47
1641,81,552,74,19,1105.10
1642,304,941,39,6,202.47
1643,375,221,186,10,146.06
1644,160,795,3,15,716.71
1645,253,509,10,5,277.85
1646,17,915,34,9,142.88
1647,373,568,58,20,342.72
1648,325,502,194,7,395.35
1649,370,512,40,11,400.66
1650,486,349,166,6,304.47
1651,250,420,53,9,324.03
1652,424,720,168,3,109.65
1653,190,69,42,8,413.15
1654,152,156,111,8,414.52
1655,134,3,120,19,942.74
1656,69,767,21,15,523.61
1657,230,971,101,6,357.51
1658,134,202,80,12,476.53
1659,260,318,65,19,801.17
1660,451,611,24,1,23.00
1661,14,545,176,14,658.55
1662,456,982,153,19,964.80
1663,366,189,33,20,474.24
1664,60,415,135,19,285.23
1665,170,691,37,8,465.17
1666,439,93,30,11,645.55
1667,262,759,43,16,475.76
1668,498,917,125,20,687.44
1669,92,949,32,3,163.69
1670,76,976,199,14,595.64
1671,155,92,68,20,755.02
1672,13,851,146,15,180.06
1673,176,749,126,6,266.18
1674,12,267,83,7,253.60
1675,326,504,129,5,150.40
1676,67,115,95,4,238.70
1677,105,21,120,14,677.31
1678,403,915,37,3,73.45
1679,486,370,109,20,309.78
1680,267,965,143,8,209.72
1681,226,173,191,1,21.28
1682,73,430,176,16,192.48
1683,409,447,200,16,772.33
1684,23,622,16,8,108.78
1685,327,883,78,4,41.09
1686,441,349,60,2,64.19
1687,4,842,74,17,872.49
1688,335,700,96,4,215.15
1689,421,525,51,18,309.13
1690,102,652,191,4,123.49
1691,99,23,78,8,80.09
1692,444,734,18,8,206.05
1693,350,220,31,14,416.67
1694,33,767,4,6,83.64
1695,204,905,136,19,1063.65
1696,143,838,183,13,329.62
1697,135,809,10,17,941.24
1698,330,333,112,12,241.99
1699,216,826,65,15,820.00
1700,136,233,134,16,619.34
1701,140,178,89,2,48.52
1702,207,927,184,4,189.97
1703,62,322,21,20,940.39
1704,176,748,181,19,234.31
1705,244,509,88,20,638.10
1706,144,312,77,15,658.13
1707,393,501,173,3,74.79
1708,243,527,117,6,63.51
1709,67,954,48,3,173.92
1710,258,597,153,3,134.82
1711,145,280,63,13,532.29
1712,107,789,155,14,742.01
1713,299,260,155,11,396.12
1714,200,301,56,4,152.28
1715,62,515,176,9,146.22
1716,484,424,154,6,184.64
1717,317,439,12,11,558.73
1718,285,112,137,18,187.97
1719,205,623,99,5,81.65
1720,463,144,11,5,65.10
1721,389,946,192,10,108.16
1722,287,843,115,15,688.63
1723,134,327,24,14,161.94
1724,420,852,142,12,234.48
1725,254,893,144,3,92.55
1726,386,937,25,8,183.23
1727,329,602,95,7,208.02
1728,452,365,150,3,172.51
1729,148,218,190,4,57.22
1730,109,50,70,16,516.82
1731,37,390,2,13,513.58
1732,96,9,26,8,359.88
1733,205,998,84,13,610.65
1734,461,399,2,1,30.73
1735,233,901,55,3,86.09
1736,496,156,79,17,413.63
1737,441,392,40,14,741.32
1738,141,722,44,13,273.56
1739,250,234,84,2,113.04
1740,166,359,87,4,212.94
1741,418,991,107,3,59.19
1742,1,432,118,6,345.79
1743,243,899,10,16,303.02
1744,98,28,198,12,609.86
1745,297,6,142,1,22.99
1746,435,681,29,3,179.06
1747,386,335,164,7,113.03
1748,428,958,144,4,81.11
1749,152,987,52,18,401.63
1750,6,149,111,8,248.23
1751,417,176,117,14,763.89
1752,301,364,85,10,184.39
1753,179,954,107,10,568.16
1754,459,832,36,17,508.57
1755,7,57,78,18,917.36
1756,230,885,117,13,601.92
1757,447,229,20,19,853.23
1758,203,421,142,16,911.53
1759,237,63,166,1,33.66
1760,244,532,125,10,426.52
1761,23,581,111,16,550.41
1762,416,277,42,14,472.02
1763,405,722,128,8,442.02
1764,211,716,137,4,104.03
1765,286,1,65,16,941.27
1766,300,288,117,17,479.74
1767,347,796,113,7,303.02
1768,275,556,8,19,904.97
1769,499,189,110,11,355.33
1770,457,89,112,18,865.61
1771,355,887,184,18,342.75
1772,67,490,60,11,447.89
1773,58,674,32,2,118.19
1774,68,277,77,15,216.68
1775,385,746,197,5,54.14
1776,110,66,168,4,111.55
1777,145,163,78,10,451.15
1778,427,339,96,17,911.48
1779,58,964,171,3,79.75
1780,333,439,136,15,460.77
1781,352,164,142,16,426.10
1782,444,604,23,13,598.99
1783,185,349,111,13,402.43
1784,413,631,69,9,103.94
1785,110,236,165,9,241.95
1786,483,818,3,9,491.45
1787,275,163,71,15,672.44
1788,58,219,48,2,37.48
1789,294,627,146,6,83.37
1790,188,403,149,3,47.50
1791,272,481,5,4,200.64
1792,221,115,90,17,890.59
1793,403,844,15,15,186.47
1794,144,702,3,7,147.95
1795,409,143,138,13,520.30
1796,463,467,155,9,161.53
1797,241,954,48,7,140.15
1798,76,620,17,8,275.64
1799,247,792,139,17,901.99
